#  template_name  redshift
bc03_template_0.10_gyr.txt  0.145
bc03_template_1.00_gyr.txt  0.184
bc03_template_6.00_gyr.txt  0.164
bc03_template_6.00_gyr.txt  0.138
bc03_template_6.00_gyr.txt  0.123
bc03_template_0.10_gyr.txt  0.135
bc03_template_0.50_gyr.txt  0.119
bc03_template_2.00_gyr.txt  0.179
bc03_template_4.00_gyr.txt  0.194
bc03_template_6.00_gyr.txt  0.175
bc03_template_6.00_gyr.txt  0.151
bc03_template_2.00_gyr.txt  0.189
bc03_template_0.50_gyr.txt  0.201
bc03_template_6.00_gyr.txt  0.203
bc03_template_1.00_gyr.txt  0.128
bc03_template_0.30_gyr.txt  0.179
bc03_template_4.00_gyr.txt  0.141
bc03_template_1.00_gyr.txt  0.216
bc03_template_0.30_gyr.txt  0.118
bc03_template_6.00_gyr.txt  0.146
bc03_template_2.00_gyr.txt  0.193
bc03_template_6.00_gyr.txt  0.207
bc03_template_6.00_gyr.txt  0.172
bc03_template_6.00_gyr.txt  0.158
bc03_template_0.10_gyr.txt  0.198
bc03_template_2.00_gyr.txt  0.172
bc03_template_0.10_gyr.txt  0.179
bc03_template_0.10_gyr.txt  0.114
bc03_template_4.00_gyr.txt  0.207
bc03_template_4.00_gyr.txt  0.121
bc03_template_6.00_gyr.txt  0.176
bc03_template_0.10_gyr.txt  0.130
bc03_template_0.50_gyr.txt  0.180
bc03_template_0.50_gyr.txt  0.204
bc03_template_0.50_gyr.txt  0.135
bc03_template_0.50_gyr.txt  0.182
bc03_template_4.00_gyr.txt  0.162
bc03_template_6.00_gyr.txt  0.110
bc03_template_1.00_gyr.txt  0.176
bc03_template_6.00_gyr.txt  0.138
bc03_template_6.00_gyr.txt  0.163
bc03_template_0.50_gyr.txt  0.231
bc03_template_0.30_gyr.txt  0.239
bc03_template_2.00_gyr.txt  0.139
bc03_template_4.00_gyr.txt  0.173
bc03_template_4.00_gyr.txt  0.162
bc03_template_4.00_gyr.txt  0.154
bc03_template_0.50_gyr.txt  0.199
bc03_template_0.30_gyr.txt  0.121
bc03_template_2.00_gyr.txt  0.110
bc03_template_1.00_gyr.txt  0.149
bc03_template_6.00_gyr.txt  0.147
bc03_template_0.10_gyr.txt  0.182
bc03_template_0.30_gyr.txt  0.179
bc03_template_0.30_gyr.txt  0.211
bc03_template_0.10_gyr.txt  0.168
bc03_template_4.00_gyr.txt  0.130
bc03_template_1.00_gyr.txt  0.180
bc03_template_0.50_gyr.txt  0.177
bc03_template_0.50_gyr.txt  0.158
bc03_template_4.00_gyr.txt  0.192
bc03_template_6.00_gyr.txt  0.132
bc03_template_4.00_gyr.txt  0.179
bc03_template_4.00_gyr.txt  0.198
bc03_template_2.00_gyr.txt  0.176
bc03_template_0.10_gyr.txt  0.190
bc03_template_4.00_gyr.txt  0.120
bc03_template_6.00_gyr.txt  0.156
bc03_template_4.00_gyr.txt  0.166
bc03_template_1.00_gyr.txt  0.155
bc03_template_0.50_gyr.txt  0.182
bc03_template_2.00_gyr.txt  0.206
bc03_template_0.10_gyr.txt  0.238
bc03_template_2.00_gyr.txt  0.177
bc03_template_4.00_gyr.txt  0.182
bc03_template_0.30_gyr.txt  0.257
bc03_template_2.00_gyr.txt  0.140
bc03_template_0.10_gyr.txt  0.226
bc03_template_4.00_gyr.txt  0.199
bc03_template_4.00_gyr.txt  0.199
bc03_template_2.00_gyr.txt  0.152
bc03_template_6.00_gyr.txt  0.184
bc03_template_0.50_gyr.txt  0.208
bc03_template_1.00_gyr.txt  0.175
bc03_template_6.00_gyr.txt  0.151
bc03_template_0.50_gyr.txt  0.166
bc03_template_1.00_gyr.txt  0.176
bc03_template_0.50_gyr.txt  0.161
bc03_template_2.00_gyr.txt  0.224
bc03_template_6.00_gyr.txt  0.187
bc03_template_2.00_gyr.txt  0.177
bc03_template_0.30_gyr.txt  0.174
bc03_template_0.50_gyr.txt  0.177
bc03_template_4.00_gyr.txt  0.190
bc03_template_2.00_gyr.txt  0.183
bc03_template_4.00_gyr.txt  0.178
bc03_template_4.00_gyr.txt  0.157
bc03_template_0.30_gyr.txt  0.192
bc03_template_1.00_gyr.txt  0.222
bc03_template_0.30_gyr.txt  0.158
bc03_template_2.00_gyr.txt  0.159
bc03_template_4.00_gyr.txt  0.145
bc03_template_0.10_gyr.txt  0.159
bc03_template_4.00_gyr.txt  0.084
bc03_template_2.00_gyr.txt  0.075
bc03_template_1.00_gyr.txt  0.229
bc03_template_0.30_gyr.txt  0.164
bc03_template_4.00_gyr.txt  0.162
bc03_template_0.30_gyr.txt  0.168
bc03_template_0.50_gyr.txt  0.224
bc03_template_0.50_gyr.txt  0.175
bc03_template_6.00_gyr.txt  0.118
bc03_template_1.00_gyr.txt  0.170
bc03_template_2.00_gyr.txt  0.232
bc03_template_1.00_gyr.txt  0.164
bc03_template_0.30_gyr.txt  0.171
bc03_template_1.00_gyr.txt  0.113
bc03_template_0.50_gyr.txt  0.153
bc03_template_6.00_gyr.txt  0.218
bc03_template_2.00_gyr.txt  0.158
bc03_template_4.00_gyr.txt  0.137
bc03_template_0.30_gyr.txt  0.239
bc03_template_6.00_gyr.txt  0.177
bc03_template_6.00_gyr.txt  0.106
bc03_template_2.00_gyr.txt  0.173
bc03_template_2.00_gyr.txt  0.178
bc03_template_0.10_gyr.txt  0.168
bc03_template_1.00_gyr.txt  0.212
bc03_template_0.30_gyr.txt  0.180
bc03_template_2.00_gyr.txt  0.159
bc03_template_6.00_gyr.txt  0.133
bc03_template_6.00_gyr.txt  0.215
bc03_template_0.10_gyr.txt  0.184
bc03_template_1.00_gyr.txt  0.155
bc03_template_1.00_gyr.txt  0.152
bc03_template_2.00_gyr.txt  0.192
bc03_template_4.00_gyr.txt  0.126
bc03_template_6.00_gyr.txt  0.162
bc03_template_6.00_gyr.txt  0.148
bc03_template_0.50_gyr.txt  0.179
bc03_template_0.30_gyr.txt  0.178
bc03_template_0.50_gyr.txt  0.169
bc03_template_0.50_gyr.txt  0.197
bc03_template_0.30_gyr.txt  0.199
bc03_template_1.00_gyr.txt  0.123
bc03_template_0.10_gyr.txt  0.184
bc03_template_0.10_gyr.txt  0.186
bc03_template_0.30_gyr.txt  0.192
bc03_template_2.00_gyr.txt  0.171
bc03_template_6.00_gyr.txt  0.152
bc03_template_1.00_gyr.txt  0.146
bc03_template_4.00_gyr.txt  0.195
bc03_template_0.30_gyr.txt  0.204
bc03_template_0.50_gyr.txt  0.249
bc03_template_4.00_gyr.txt  0.149
bc03_template_4.00_gyr.txt  0.144
bc03_template_0.50_gyr.txt  0.171
bc03_template_0.30_gyr.txt  0.166
bc03_template_0.50_gyr.txt  0.174
bc03_template_2.00_gyr.txt  0.144
bc03_template_0.10_gyr.txt  0.230
bc03_template_4.00_gyr.txt  0.137
bc03_template_0.30_gyr.txt  0.144
bc03_template_0.50_gyr.txt  0.196
bc03_template_6.00_gyr.txt  0.215
bc03_template_2.00_gyr.txt  0.211
bc03_template_0.50_gyr.txt  0.134
bc03_template_0.30_gyr.txt  0.148
bc03_template_4.00_gyr.txt  0.139
bc03_template_6.00_gyr.txt  0.167
bc03_template_1.00_gyr.txt  0.161
bc03_template_1.00_gyr.txt  0.185
bc03_template_6.00_gyr.txt  0.161
bc03_template_6.00_gyr.txt  0.155
bc03_template_6.00_gyr.txt  0.165
bc03_template_0.50_gyr.txt  0.204
bc03_template_2.00_gyr.txt  0.184
bc03_template_4.00_gyr.txt  0.214
bc03_template_0.30_gyr.txt  0.206
bc03_template_1.00_gyr.txt  0.162
bc03_template_2.00_gyr.txt  0.183
bc03_template_1.00_gyr.txt  0.175
bc03_template_2.00_gyr.txt  0.178
bc03_template_4.00_gyr.txt  0.203
bc03_template_6.00_gyr.txt  0.200
bc03_template_0.30_gyr.txt  0.176
bc03_template_0.10_gyr.txt  0.179
bc03_template_1.00_gyr.txt  0.192
bc03_template_0.10_gyr.txt  0.172
bc03_template_0.10_gyr.txt  0.151
bc03_template_0.30_gyr.txt  0.166
bc03_template_0.10_gyr.txt  0.195
bc03_template_6.00_gyr.txt  0.158
bc03_template_1.00_gyr.txt  0.193
bc03_template_1.00_gyr.txt  0.130
bc03_template_0.50_gyr.txt  0.181
bc03_template_0.30_gyr.txt  0.153
bc03_template_6.00_gyr.txt  0.257
bc03_template_0.50_gyr.txt  0.192
bc03_template_2.00_gyr.txt  0.162
bc03_template_4.00_gyr.txt  0.200
bc03_template_0.30_gyr.txt  0.168
bc03_template_4.00_gyr.txt  0.129
bc03_template_0.10_gyr.txt  0.198
bc03_template_2.00_gyr.txt  0.192
bc03_template_6.00_gyr.txt  0.181
bc03_template_0.30_gyr.txt  0.183
bc03_template_1.00_gyr.txt  0.133
bc03_template_1.00_gyr.txt  0.208
bc03_template_0.10_gyr.txt  0.181
bc03_template_0.10_gyr.txt  0.164
bc03_template_4.00_gyr.txt  0.217
bc03_template_6.00_gyr.txt  0.213
bc03_template_0.10_gyr.txt  0.176
bc03_template_0.10_gyr.txt  0.219
bc03_template_4.00_gyr.txt  0.220
bc03_template_0.50_gyr.txt  0.173
bc03_template_6.00_gyr.txt  0.181
bc03_template_0.50_gyr.txt  0.186
bc03_template_4.00_gyr.txt  0.179
bc03_template_1.00_gyr.txt  0.182
bc03_template_0.10_gyr.txt  0.170
bc03_template_0.50_gyr.txt  0.222
bc03_template_1.00_gyr.txt  0.167
bc03_template_0.50_gyr.txt  0.159
bc03_template_1.00_gyr.txt  0.197
bc03_template_4.00_gyr.txt  0.176
bc03_template_0.30_gyr.txt  0.198
bc03_template_4.00_gyr.txt  0.120
bc03_template_0.10_gyr.txt  0.179
bc03_template_0.30_gyr.txt  0.167
bc03_template_4.00_gyr.txt  0.154
bc03_template_0.10_gyr.txt  0.165
bc03_template_0.50_gyr.txt  0.198
bc03_template_1.00_gyr.txt  0.181
bc03_template_0.30_gyr.txt  0.172
bc03_template_1.00_gyr.txt  0.180
bc03_template_2.00_gyr.txt  0.204
bc03_template_0.50_gyr.txt  0.198
bc03_template_0.50_gyr.txt  0.169
bc03_template_0.30_gyr.txt  0.229
bc03_template_6.00_gyr.txt  0.164
bc03_template_2.00_gyr.txt  0.185
bc03_template_0.30_gyr.txt  0.200
bc03_template_0.30_gyr.txt  0.169
bc03_template_1.00_gyr.txt  0.160
bc03_template_0.50_gyr.txt  0.143
bc03_template_6.00_gyr.txt  0.219
bc03_template_0.30_gyr.txt  0.182
bc03_template_6.00_gyr.txt  0.208
bc03_template_0.30_gyr.txt  0.174
bc03_template_4.00_gyr.txt  0.221
bc03_template_0.10_gyr.txt  0.219
bc03_template_6.00_gyr.txt  0.169
bc03_template_1.00_gyr.txt  0.133
bc03_template_6.00_gyr.txt  0.230
bc03_template_6.00_gyr.txt  0.175
bc03_template_1.00_gyr.txt  0.217
bc03_template_6.00_gyr.txt  0.166
bc03_template_0.30_gyr.txt  0.200
bc03_template_1.00_gyr.txt  0.185
bc03_template_2.00_gyr.txt  0.174
bc03_template_2.00_gyr.txt  0.184
bc03_template_4.00_gyr.txt  0.257
bc03_template_4.00_gyr.txt  0.203
bc03_template_2.00_gyr.txt  0.188
bc03_template_6.00_gyr.txt  0.225
bc03_template_0.10_gyr.txt  0.174
bc03_template_2.00_gyr.txt  0.125
bc03_template_4.00_gyr.txt  0.194
bc03_template_2.00_gyr.txt  0.174
bc03_template_0.10_gyr.txt  0.138
bc03_template_4.00_gyr.txt  0.219
bc03_template_1.00_gyr.txt  0.199
bc03_template_0.30_gyr.txt  0.182
bc03_template_0.50_gyr.txt  0.169
bc03_template_0.50_gyr.txt  0.227
bc03_template_0.30_gyr.txt  0.223
bc03_template_1.00_gyr.txt  0.196
bc03_template_1.00_gyr.txt  0.212
bc03_template_6.00_gyr.txt  0.213
bc03_template_4.00_gyr.txt  0.178
bc03_template_0.30_gyr.txt  0.147
bc03_template_1.00_gyr.txt  0.144
bc03_template_1.00_gyr.txt  0.159
bc03_template_0.30_gyr.txt  0.183
bc03_template_4.00_gyr.txt  0.213
bc03_template_4.00_gyr.txt  0.136
bc03_template_0.50_gyr.txt  0.219
bc03_template_4.00_gyr.txt  0.173
bc03_template_6.00_gyr.txt  0.203
bc03_template_0.10_gyr.txt  0.218
bc03_template_0.50_gyr.txt  0.178
bc03_template_6.00_gyr.txt  0.187
bc03_template_0.10_gyr.txt  0.207
bc03_template_1.00_gyr.txt  0.182
bc03_template_0.10_gyr.txt  0.169
bc03_template_4.00_gyr.txt  0.224
bc03_template_6.00_gyr.txt  0.210
bc03_template_2.00_gyr.txt  0.181
bc03_template_0.50_gyr.txt  0.214
bc03_template_0.50_gyr.txt  0.174
bc03_template_1.00_gyr.txt  0.205
bc03_template_0.50_gyr.txt  0.146
bc03_template_4.00_gyr.txt  0.192
bc03_template_0.30_gyr.txt  0.113
bc03_template_0.50_gyr.txt  0.211
bc03_template_0.30_gyr.txt  0.165
bc03_template_2.00_gyr.txt  0.136
bc03_template_4.00_gyr.txt  0.214
bc03_template_0.30_gyr.txt  0.193
bc03_template_0.30_gyr.txt  0.147
bc03_template_0.50_gyr.txt  0.199
bc03_template_1.00_gyr.txt  0.205
bc03_template_0.30_gyr.txt  0.177
bc03_template_4.00_gyr.txt  0.208
bc03_template_4.00_gyr.txt  0.150
bc03_template_2.00_gyr.txt  0.188
bc03_template_1.00_gyr.txt  0.231
bc03_template_0.30_gyr.txt  0.168
bc03_template_2.00_gyr.txt  0.171
bc03_template_2.00_gyr.txt  0.153
bc03_template_4.00_gyr.txt  0.183
bc03_template_1.00_gyr.txt  0.178
bc03_template_0.50_gyr.txt  0.181
bc03_template_4.00_gyr.txt  0.198
bc03_template_1.00_gyr.txt  0.188
bc03_template_1.00_gyr.txt  0.241
bc03_template_1.00_gyr.txt  0.175
bc03_template_2.00_gyr.txt  0.189
bc03_template_6.00_gyr.txt  0.174
bc03_template_1.00_gyr.txt  0.240
bc03_template_0.50_gyr.txt  0.195
bc03_template_0.50_gyr.txt  0.179
bc03_template_2.00_gyr.txt  0.211
bc03_template_0.30_gyr.txt  0.191
bc03_template_0.50_gyr.txt  0.180
bc03_template_6.00_gyr.txt  0.242
bc03_template_0.50_gyr.txt  0.198
bc03_template_1.00_gyr.txt  0.200
bc03_template_4.00_gyr.txt  0.196
bc03_template_1.00_gyr.txt  0.194
bc03_template_6.00_gyr.txt  0.135
bc03_template_0.30_gyr.txt  0.237
bc03_template_0.10_gyr.txt  0.237
bc03_template_0.10_gyr.txt  0.199
bc03_template_0.10_gyr.txt  0.170
bc03_template_4.00_gyr.txt  0.148
bc03_template_0.30_gyr.txt  0.220
bc03_template_0.30_gyr.txt  0.198
bc03_template_2.00_gyr.txt  0.193
bc03_template_1.00_gyr.txt  0.251
bc03_template_0.10_gyr.txt  0.150
bc03_template_4.00_gyr.txt  0.176
bc03_template_2.00_gyr.txt  0.222
bc03_template_0.30_gyr.txt  0.173
bc03_template_6.00_gyr.txt  0.172
bc03_template_0.30_gyr.txt  0.169
bc03_template_1.00_gyr.txt  0.187
bc03_template_0.50_gyr.txt  0.212
bc03_template_1.00_gyr.txt  0.138
bc03_template_0.50_gyr.txt  0.151
bc03_template_0.30_gyr.txt  0.159
bc03_template_6.00_gyr.txt  0.183
bc03_template_4.00_gyr.txt  0.166
bc03_template_0.50_gyr.txt  0.190
bc03_template_0.10_gyr.txt  0.160
bc03_template_0.10_gyr.txt  0.176
bc03_template_4.00_gyr.txt  0.156
bc03_template_0.30_gyr.txt  0.209
bc03_template_0.30_gyr.txt  0.201
bc03_template_1.00_gyr.txt  0.163
bc03_template_1.00_gyr.txt  0.232
bc03_template_0.30_gyr.txt  0.226
bc03_template_1.00_gyr.txt  0.220
bc03_template_0.30_gyr.txt  0.149
bc03_template_6.00_gyr.txt  0.231
bc03_template_0.10_gyr.txt  0.206
bc03_template_4.00_gyr.txt  0.190
bc03_template_1.00_gyr.txt  0.254
bc03_template_6.00_gyr.txt  0.205
bc03_template_1.00_gyr.txt  0.214
bc03_template_4.00_gyr.txt  0.190
bc03_template_6.00_gyr.txt  0.187
bc03_template_0.50_gyr.txt  0.126
bc03_template_2.00_gyr.txt  0.232
bc03_template_0.30_gyr.txt  0.161
bc03_template_0.10_gyr.txt  0.155
bc03_template_0.10_gyr.txt  0.164
bc03_template_1.00_gyr.txt  0.198
bc03_template_4.00_gyr.txt  0.183
bc03_template_0.50_gyr.txt  0.197
bc03_template_1.00_gyr.txt  0.139
bc03_template_0.50_gyr.txt  0.212
bc03_template_0.10_gyr.txt  0.208
bc03_template_0.10_gyr.txt  0.218
bc03_template_4.00_gyr.txt  0.207
bc03_template_0.10_gyr.txt  0.210
bc03_template_4.00_gyr.txt  0.196
bc03_template_2.00_gyr.txt  0.163
bc03_template_1.00_gyr.txt  0.147
bc03_template_2.00_gyr.txt  0.169
bc03_template_0.30_gyr.txt  0.241
bc03_template_6.00_gyr.txt  0.209
bc03_template_0.10_gyr.txt  0.189
bc03_template_6.00_gyr.txt  0.190
bc03_template_0.30_gyr.txt  0.243
bc03_template_2.00_gyr.txt  0.168
bc03_template_1.00_gyr.txt  0.154
bc03_template_0.30_gyr.txt  0.195
bc03_template_0.10_gyr.txt  0.197
bc03_template_4.00_gyr.txt  0.155
bc03_template_2.00_gyr.txt  0.235
bc03_template_4.00_gyr.txt  0.176
bc03_template_0.50_gyr.txt  0.109
bc03_template_6.00_gyr.txt  0.168
bc03_template_0.10_gyr.txt  0.191
bc03_template_0.30_gyr.txt  0.187
bc03_template_0.50_gyr.txt  0.244
bc03_template_0.50_gyr.txt  0.187
bc03_template_0.50_gyr.txt  0.187
bc03_template_6.00_gyr.txt  0.221
bc03_template_0.10_gyr.txt  0.174
bc03_template_2.00_gyr.txt  0.226
bc03_template_4.00_gyr.txt  0.186
bc03_template_1.00_gyr.txt  0.204
bc03_template_0.30_gyr.txt  0.141
bc03_template_0.10_gyr.txt  0.224
bc03_template_0.10_gyr.txt  0.215
bc03_template_2.00_gyr.txt  0.159
bc03_template_1.00_gyr.txt  0.190
bc03_template_6.00_gyr.txt  0.179
bc03_template_0.50_gyr.txt  0.199
bc03_template_0.30_gyr.txt  0.178
bc03_template_4.00_gyr.txt  0.229
bc03_template_2.00_gyr.txt  0.165
bc03_template_0.10_gyr.txt  0.187
bc03_template_0.30_gyr.txt  0.195
bc03_template_6.00_gyr.txt  0.164
bc03_template_4.00_gyr.txt  0.196
bc03_template_6.00_gyr.txt  0.161
bc03_template_0.10_gyr.txt  0.138
bc03_template_0.10_gyr.txt  0.185
bc03_template_1.00_gyr.txt  0.163
bc03_template_1.00_gyr.txt  0.220
bc03_template_1.00_gyr.txt  0.294
bc03_template_2.00_gyr.txt  0.153
bc03_template_6.00_gyr.txt  0.192
bc03_template_6.00_gyr.txt  0.188
bc03_template_2.00_gyr.txt  0.160
bc03_template_4.00_gyr.txt  0.213
bc03_template_6.00_gyr.txt  0.164
bc03_template_6.00_gyr.txt  0.154
bc03_template_0.30_gyr.txt  0.232
bc03_template_2.00_gyr.txt  0.177
bc03_template_0.30_gyr.txt  0.192
bc03_template_1.00_gyr.txt  0.226
bc03_template_0.50_gyr.txt  0.220
bc03_template_4.00_gyr.txt  0.218
bc03_template_2.00_gyr.txt  0.233
bc03_template_0.50_gyr.txt  0.181
bc03_template_0.10_gyr.txt  0.200
bc03_template_1.00_gyr.txt  0.208
bc03_template_1.00_gyr.txt  0.234
bc03_template_1.00_gyr.txt  0.223
bc03_template_0.10_gyr.txt  0.215
bc03_template_0.30_gyr.txt  0.209
bc03_template_2.00_gyr.txt  0.201
bc03_template_6.00_gyr.txt  0.223
bc03_template_6.00_gyr.txt  0.182
bc03_template_0.10_gyr.txt  0.247
bc03_template_2.00_gyr.txt  0.187
bc03_template_4.00_gyr.txt  0.262
bc03_template_0.30_gyr.txt  0.189
bc03_template_6.00_gyr.txt  0.221
bc03_template_0.50_gyr.txt  0.181
bc03_template_6.00_gyr.txt  0.243
bc03_template_0.50_gyr.txt  0.144
bc03_template_0.10_gyr.txt  0.205
bc03_template_0.30_gyr.txt  0.194
bc03_template_0.10_gyr.txt  0.214
bc03_template_0.30_gyr.txt  0.208
bc03_template_0.50_gyr.txt  0.216
bc03_template_1.00_gyr.txt  0.170
bc03_template_4.00_gyr.txt  0.234
bc03_template_6.00_gyr.txt  0.223
bc03_template_2.00_gyr.txt  0.185
bc03_template_2.00_gyr.txt  0.217
bc03_template_4.00_gyr.txt  0.198
bc03_template_0.10_gyr.txt  0.182
bc03_template_0.30_gyr.txt  0.223
bc03_template_0.30_gyr.txt  0.196
bc03_template_2.00_gyr.txt  0.157
bc03_template_4.00_gyr.txt  0.217
bc03_template_2.00_gyr.txt  0.237
bc03_template_0.10_gyr.txt  0.195
bc03_template_0.10_gyr.txt  0.249
bc03_template_0.10_gyr.txt  0.185
bc03_template_1.00_gyr.txt  0.199
bc03_template_0.30_gyr.txt  0.241
bc03_template_0.50_gyr.txt  0.214
bc03_template_0.50_gyr.txt  0.231
bc03_template_2.00_gyr.txt  0.193
bc03_template_1.00_gyr.txt  0.241
bc03_template_6.00_gyr.txt  0.183
bc03_template_4.00_gyr.txt  0.227
bc03_template_1.00_gyr.txt  0.217
bc03_template_1.00_gyr.txt  0.206
bc03_template_0.10_gyr.txt  0.219
bc03_template_0.10_gyr.txt  0.207
bc03_template_1.00_gyr.txt  0.215
bc03_template_6.00_gyr.txt  0.222
bc03_template_6.00_gyr.txt  0.205
bc03_template_0.10_gyr.txt  0.221
bc03_template_1.00_gyr.txt  0.215
bc03_template_0.10_gyr.txt  0.217
bc03_template_6.00_gyr.txt  0.208
bc03_template_4.00_gyr.txt  0.186
bc03_template_0.30_gyr.txt  0.179
bc03_template_4.00_gyr.txt  0.195
bc03_template_0.50_gyr.txt  0.225
bc03_template_2.00_gyr.txt  0.194
bc03_template_0.10_gyr.txt  0.188
bc03_template_6.00_gyr.txt  0.192
bc03_template_0.30_gyr.txt  0.218
bc03_template_6.00_gyr.txt  0.190
bc03_template_2.00_gyr.txt  0.207
bc03_template_0.30_gyr.txt  0.187
bc03_template_0.50_gyr.txt  0.231
bc03_template_0.30_gyr.txt  0.250
bc03_template_4.00_gyr.txt  0.233
bc03_template_0.10_gyr.txt  0.149
bc03_template_0.50_gyr.txt  0.183
bc03_template_4.00_gyr.txt  0.151
bc03_template_0.30_gyr.txt  0.180
bc03_template_0.30_gyr.txt  0.206
bc03_template_1.00_gyr.txt  0.211
bc03_template_0.50_gyr.txt  0.223
bc03_template_0.30_gyr.txt  0.200
bc03_template_2.00_gyr.txt  0.263
bc03_template_6.00_gyr.txt  0.176
bc03_template_4.00_gyr.txt  0.208
bc03_template_1.00_gyr.txt  0.250
bc03_template_4.00_gyr.txt  0.181
bc03_template_4.00_gyr.txt  0.234
bc03_template_0.50_gyr.txt  0.265
bc03_template_0.50_gyr.txt  0.212
bc03_template_0.30_gyr.txt  0.234
bc03_template_6.00_gyr.txt  0.198
bc03_template_0.30_gyr.txt  0.207
bc03_template_6.00_gyr.txt  0.221
bc03_template_6.00_gyr.txt  0.210
bc03_template_2.00_gyr.txt  0.173
bc03_template_4.00_gyr.txt  0.214
bc03_template_0.30_gyr.txt  0.226
bc03_template_0.50_gyr.txt  0.214
bc03_template_0.10_gyr.txt  0.169
bc03_template_0.50_gyr.txt  0.176
bc03_template_2.00_gyr.txt  0.155
bc03_template_4.00_gyr.txt  0.160
bc03_template_2.00_gyr.txt  0.222
bc03_template_2.00_gyr.txt  0.186
bc03_template_2.00_gyr.txt  0.221
bc03_template_6.00_gyr.txt  0.152
bc03_template_0.30_gyr.txt  0.233
bc03_template_0.30_gyr.txt  0.235
bc03_template_0.50_gyr.txt  0.212
bc03_template_0.10_gyr.txt  0.241
bc03_template_0.50_gyr.txt  0.219
bc03_template_4.00_gyr.txt  0.182
bc03_template_0.10_gyr.txt  0.210
bc03_template_4.00_gyr.txt  0.226
bc03_template_1.00_gyr.txt  0.217
bc03_template_1.00_gyr.txt  0.231
bc03_template_1.00_gyr.txt  0.216
bc03_template_1.00_gyr.txt  0.193
bc03_template_0.30_gyr.txt  0.227
bc03_template_0.30_gyr.txt  0.194
bc03_template_0.10_gyr.txt  0.207
bc03_template_1.00_gyr.txt  0.219
bc03_template_0.30_gyr.txt  0.208
bc03_template_2.00_gyr.txt  0.182
bc03_template_2.00_gyr.txt  0.192
bc03_template_0.50_gyr.txt  0.191
bc03_template_1.00_gyr.txt  0.185
bc03_template_1.00_gyr.txt  0.182
bc03_template_0.30_gyr.txt  0.216
bc03_template_6.00_gyr.txt  0.162
bc03_template_6.00_gyr.txt  0.197
bc03_template_0.30_gyr.txt  0.212
bc03_template_4.00_gyr.txt  0.224
bc03_template_4.00_gyr.txt  0.250
bc03_template_0.50_gyr.txt  0.204
bc03_template_6.00_gyr.txt  0.219
bc03_template_0.50_gyr.txt  0.246
bc03_template_0.50_gyr.txt  0.216
bc03_template_1.00_gyr.txt  0.249
bc03_template_0.30_gyr.txt  0.277
bc03_template_0.50_gyr.txt  0.165
bc03_template_2.00_gyr.txt  0.176
bc03_template_0.10_gyr.txt  0.268
bc03_template_2.00_gyr.txt  0.202
bc03_template_0.30_gyr.txt  0.222
bc03_template_6.00_gyr.txt  0.250
bc03_template_0.10_gyr.txt  0.225
bc03_template_0.50_gyr.txt  0.243
bc03_template_0.10_gyr.txt  0.180
bc03_template_0.50_gyr.txt  0.216
bc03_template_0.10_gyr.txt  0.150
bc03_template_4.00_gyr.txt  0.169
